# Concept bridges (Phase 143, reason family): the metaphor jumps a human namer
# makes, written as typed edges. Activation crosses these AFTER the semantic
# field, so a chain reads like reasoning: password -> lock -> gate -> Torii.
# Columns: from <TAB> to <TAB> weight(0-1)
# "from" is a mundane concept (brief keyword or semfield neighbor, normalized);
# "to" is an imagery/domain concept that story_kb tags can match.
map	compass	0.8
navigate	compass	0.9
navigate	chart	0.85
navigate	star	0.7
route	path	0.85
location	waypoint	0.8
place	waypoint	0.75
weather	wind	0.8
weather	sky	0.8
food	hearth	0.75
food	galley	0.6
recipe	formula	0.8
recipe	grimoire	0.6
task	thread	0.65
task	forge	0.6
plan	chart	0.75
plan	blueprint	0.85
project	blueprint	0.75
idea	spark	0.85
idea	seed	0.8
name	word	0.85
name	kenning	0.6
language	word	0.85
word	rune	0.65
code	rune	0.7
code	glyph	0.7
script	scroll	0.75
terminal	console	0.85
terminal	gate	0.6
command	falconer	0.55
random	dice	0.85
random	fortune	0.75
clean	pure	0.8
clean	clear	0.85
delete	forget	0.75
reset	dawn	0.6
start	dawn	0.8
start	spark	0.8
new	dawn	0.75
edge	boundary	0.85
limit	boundary	0.85
scale	mountain	0.7
grow	tree	0.8
grow	spring	0.75
strong	iron	0.85
strong	stone	0.8
stable	anchor	0.85
stable	ballast	0.75
reliable	north	0.7
constant	hearth	0.65
constant	polestar	0.7
watchful	eye	0.85
private	hidden	0.85
hidden	shadow	0.8
hidden	cache	0.75
secret	cipher	0.8
secret	crypt	0.75
# Coverage fixes from the Phase 143 stress harness (thin/absurd domains).
video	meeting	0.7
video	lens	0.7
conference	gather	0.85
conference	agora	0.75
meeting	gather	0.85
call	voice	0.85
cost	money	0.9
cost	ledger	0.75
optimize	ration	0.6
optimizer	distill	0.7
profiler	measure	0.85
profile	measure	0.75
gpu	engine	0.75
kubernetes	fleet	0.75
kubernetes	helm	0.8
cluster	fleet	0.8
cluster	village	0.6
invoice	ledger	0.95
invoice	bill	0.85
bill	ledger	0.85
freelancer	solo	0.8
chess	strategy	0.9
chess	gambit	0.9
strategy	gambit	0.75
game	dice	0.7
dating	match	0.9
dating	fate	0.75
date	match	0.7
match	pair	0.85
pair	tandem	0.85
love	fate	0.7
draw	sketch	0.9
draw	pen	0.8
sketch	doodle	0.8
paint	pigment	0.85
kid	play	0.85
child	play	0.85
expense	ledger	0.9
split	divide	0.9
split	share	0.8
divide	ration	0.7
roommate	together	0.7
recipe	kitchen	0.85
cook	hearth	0.85
cook	kitchen	0.9
kitchen	hearth	0.8
meal	table	0.85
food	table	0.75
podcast	voice	0.85
podcast	story	0.8
flight	wing	0.8
booking	ledger	0.6
plant	grow	0.9
plant	trellis	0.8
garden	trellis	0.8
reminder	bell	0.8
remind	bell	0.75
spreadsheet	grid	0.85
spreadsheet	abacus	0.75
calculate	abacus	0.85
count	abacus	0.8
grid	loom	0.55
dashboard	gauge	0.8
station	observatory	0.7
weather	sky	0.85
ai	predict	0.85
ml	predict	0.85
model	predict	0.6
assistant	guide	0.75
agent	messenger	0.7
photo	camera	0.85
image	camera	0.7
camera	lens	0.85
gallery	showcase	0.85
onboard	welcome	0.85
onboarding	welcome	0.9
welcome	host	0.8
rate	flow	0.75
limit	valve	0.7
throttle	valve	0.85
scaffold	pier	0.6
stage	pier	0.6
courier	messenger	0.9
delivery	courier	0.85
notification	bell	0.8
health	remedy	0.8
wellness	remedy	0.75
game	board	0.7
board	piece	0.6
fun	play	0.85
precision	fine	0.8
calibrate	measure	0.85
exact	precision	0.8
font	letter	0.8
typography	letter	0.8
showcase	display	0.9
portfolio	showcase	0.85
present	display	0.8
harmony	music	0.75
romance	love	0.85
social	community	0.85
friend	companion	0.85
group	circle	0.8
circle	ring	0.8
loop	repeat	0.85
iterate	repeat	0.8
cycle	repeat	0.7
retry	again	0.85
morning	dawn	0.85
sign	signature	0.9
signing	signature	0.85
own	identity	0.7
ownership	identity	0.8
identity	signature	0.6
transition	segue	0.7
smooth	segue	0.5
blend	mix	0.85
mix	blend	0.85
process	mill	0.6
grind	mill	0.85
sharpen	edge	0.85
typography	font	0.9
lookup	dictionary	0.8
translate	dictionary	0.7
theory	model	0.8
method	process	0.8
survey	measure	0.85
verify	detect	0.6
fraud	detect	0.85
detect	sight	0.6
# Word-sense correction found in real use: "reasoning chains" must not read as
# retail chains (chains -> store). Strong link/sequence edges outweigh the
# embedding's shop-sense neighbors.
chain	link	0.95
chain	sequence	0.9
chain	thread	0.8
inference	logic	0.9
inference	reason	0.85
reasoning	logic	0.9
explain	clarity	0.8
explainable	clarity	0.8
# Real-use round 2: reasoning/naming/phonology gems (Mantik, Burhan, Mahlas, Hece).
brand	name	0.85
naming	name	0.9
prove	proof	0.85
pronounce	syllable	0.8
deduce	logic	0.85
argument	logic	0.75
# 30-brief sweep (Phase 143): coverage gaps + word-sense declarations.
publish	press	0.85
site	page	0.75
snippet	fragment	0.9
snippet	clip	0.7
scrape	harvest	0.85
scrape	gather	0.75
workout	training	0.9
exercise	training	0.85
meditation	calm	0.8
icon	symbol	0.9
icon	glyph	0.8
token	symbol	0.85
token	key	0.75
screenshot	capture	0.9
screenshot	image	0.8
annotation	note	0.9
annotate	note	0.9
birdwatching	bird	0.9
birdwatching	watch	0.8
bird	wing	0.7
